"trainer/global_step","finetune-200-epochs-from-new-weights - _step","finetune-200-epochs-from-new-weights - _step__MIN","finetune-200-epochs-from-new-weights - _step__MAX","finetune-200-epochs-from-new-weights - train_loss_mean","finetune-200-epochs-from-new-weights - train_loss_mean__MIN","finetune-200-epochs-from-new-weights - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-1399-epochs - _step","finetune-200-epochs-from-synthetic-1399-epochs - _step__MIN","finetune-200-epochs-from-synthetic-1399-epochs - _step__MAX","finetune-200-epochs-from-synthetic-1399-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-1399-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-1399-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-1199-epochs - _step","finetune-200-epochs-from-synthetic-1199-epochs - _step__MIN","finetune-200-epochs-from-synthetic-1199-epochs - _step__MAX","finetune-200-epochs-from-synthetic-1199-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-1199-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-1199-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-999-epochs - _step","finetune-200-epochs-from-synthetic-999-epochs - _step__MIN","finetune-200-epochs-from-synthetic-999-epochs - _step__MAX","finetune-200-epochs-from-synthetic-999-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-999-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-999-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-799-epochs - _step","finetune-200-epochs-from-synthetic-799-epochs - _step__MIN","finetune-200-epochs-from-synthetic-799-epochs - _step__MAX","finetune-200-epochs-from-synthetic-799-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-799-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-799-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-199-epochs - _step","finetune-200-epochs-from-synthetic-199-epochs - _step__MIN","finetune-200-epochs-from-synthetic-199-epochs - _step__MAX","finetune-200-epochs-from-synthetic-199-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-199-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-199-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-599-epochs - _step","finetune-200-epochs-from-synthetic-599-epochs - _step__MIN","finetune-200-epochs-from-synthetic-599-epochs - _step__MAX","finetune-200-epochs-from-synthetic-599-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-599-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-599-epochs - train_loss_mean__MAX"
"2345","239","239","239","125.59188842773438","125.59188842773438","125.59188842773438","234","234","234","59.09309005737305","59.09309005737305","59.09309005737305","234","234","234","64.66656494140625","64.66656494140625","64.66656494140625","234","234","234","64.21820068359375","64.21820068359375","64.21820068359375","234","234","234","59.49565887451172","59.49565887451172","59.49565887451172","406.5","234","579","90.35650634765625","84.76004028320312","95.95297241210938","406.5","234","579","69.0375747680664","65.68453979492188","72.39060974121094"
"2362","242","242","242","125.78544616699219","125.78544616699219","125.78544616699219","237","237","237","58.62872314453125","58.62872314453125","58.62872314453125","237","237","237","63.80003356933594","63.80003356933594","63.80003356933594","237","237","237","62.90656280517578","62.90656280517578","62.90656280517578","237","237","237","62.477622985839844","62.477622985839844","62.477622985839844","409.5","237","582","88.50929641723633","84.14908599853516","92.8695068359375","409.5","237","582","69.99654388427734","68.73322296142578","71.2598648071289"
"2379","243","243","243","122.20646667480469","122.20646667480469","122.20646667480469","238","238","238","60.002498626708984","60.002498626708984","60.002498626708984","238","238","238","60.68099594116211","60.68099594116211","60.68099594116211","238","238","238","65.99483489990234","65.99483489990234","65.99483489990234","238","238","238","67.76256561279297","67.76256561279297","67.76256561279297","410.5","238","583","91.76495742797852","85.18718719482422","98.34272766113281","410.5","238","583","67.22300720214844","62.96600341796875","71.48001098632812"
"2396","244","244","244","121.9581298828125","121.9581298828125","121.9581298828125","239","239","239","57.08514404296875","57.08514404296875","57.08514404296875","239","239","239","55.92996597290039","55.92996597290039","55.92996597290039","239","239","239","65.54524993896484","65.54524993896484","65.54524993896484","239","239","239","64.45484161376953","64.45484161376953","64.45484161376953","411.5","239","584","87.6225814819336","83.55301666259766","91.69214630126953","411.5","239","584","64.94156265258789","64.82636260986328","65.0567626953125"
"2413","247","247","247","122.38565826416016","122.38565826416016","122.38565826416016","242","242","242","55.47931671142578","55.47931671142578","55.47931671142578","242","242","242","61.319766998291016","61.319766998291016","61.319766998291016","242","242","242","63.74692153930664","63.74692153930664","63.74692153930664","242","242","242","65.29283905029297","65.29283905029297","65.29283905029297","414.5","242","587","89.70430755615234","82.58283996582031","96.82577514648438","414.5","242","587","66.96928405761719","65.48426818847656","68.45429992675781"
"2430","248","248","248","130.2436065673828","130.2436065673828","130.2436065673828","243","243","243","57.36933135986328","57.36933135986328","57.36933135986328","243","243","243","60.064849853515625","60.064849853515625","60.064849853515625","243","243","243","57.97077560424805","57.97077560424805","57.97077560424805","243","243","243","61.79290008544922","61.79290008544922","61.79290008544922","415.5","243","588","89.86867141723633","87.07827758789062","92.65906524658203","415.5","243","588","67.65485382080078","67.24151611328125","68.06819152832031"
"2447","249","249","249","123.09795379638672","123.09795379638672","123.09795379638672","244","244","244","59.69168472290039","59.69168472290039","59.69168472290039","244","244","244","61.2022705078125","61.2022705078125","61.2022705078125","244","244","244","60.461181640625","60.461181640625","60.461181640625","244","244","244","62.96436309814453","62.96436309814453","62.96436309814453","416.5","244","589","89.76777648925781","87.99671173095703","91.5388412475586","416.5","244","589","67.51041030883789","64.1184310913086","70.90238952636719"
"2464","252","252","252","126.28189849853516","126.28189849853516","126.28189849853516","247","247","247","59.4672737121582","59.4672737121582","59.4672737121582","247","247","247","59.79241180419922","59.79241180419922","59.79241180419922","247","247","247","63.96726989746094","63.96726989746094","63.96726989746094","247","247","247","63.936317443847656","63.936317443847656","63.936317443847656","419.5","247","592","84.220458984375","80.96192932128906","87.47898864746094","419.5","247","592","67.02153015136719","66.13202667236328","67.9110336303711"
"2481","253","253","253","123.34098815917969","123.34098815917969","123.34098815917969","248","248","248","57.658016204833984","57.658016204833984","57.658016204833984","248","248","248","61.27710723876953","61.27710723876953","61.27710723876953","248","248","248","58.033050537109375","58.033050537109375","58.033050537109375","248","248","248","62.755916595458984","62.755916595458984","62.755916595458984","420.5","248","593","87.75421142578125","82.70785522460938","92.80056762695312","420.5","248","593","64.24759292602539","62.720367431640625","65.77481842041016"
"2498","254","254","254","121.00045013427734","121.00045013427734","121.00045013427734","249","249","249","56.748844146728516","56.748844146728516","56.748844146728516","249","249","249","60.56583023071289","60.56583023071289","60.56583023071289","249","249","249","62.57444763183594","62.57444763183594","62.57444763183594","249","249","249","60.10600662231445","60.10600662231445","60.10600662231445","421.5","249","594","85.82658004760742","80.2086410522461","91.44451904296875","421.5","249","594","66.74690246582031","64.80492401123047","68.68888092041016"
"2515","257","257","257","121.30345916748047","121.30345916748047","121.30345916748047","252","252","252","58.51211166381836","58.51211166381836","58.51211166381836","252","252","252","58.699180603027344","58.699180603027344","58.699180603027344","252","252","252","61.924652099609375","61.924652099609375","61.924652099609375","252","252","252","65.64366912841797","65.64366912841797","65.64366912841797","424.5","252","597","84.06794738769531","76.88777923583984","91.24811553955078","424.5","252","597","67.79154968261719","65.93001556396484","69.65308380126953"
"2532","258","258","258","121.13165283203125","121.13165283203125","121.13165283203125","253","253","253","57.16923904418945","57.16923904418945","57.16923904418945","253","253","253","64.58119201660156","64.58119201660156","64.58119201660156","253","253","253","58.589256286621094","58.589256286621094","58.589256286621094","253","253","253","62.689754486083984","62.689754486083984","62.689754486083984","425.5","253","598","82.31641006469727","78.04316711425781","86.58965301513672","425.5","253","598","69.03832244873047","66.0572280883789","72.01941680908203"
"2549","263","263","263","120.959228515625","120.959228515625","120.959228515625","258","258","258","56.02605438232422","56.02605438232422","56.02605438232422","258","258","258","56.81242370605469","56.81242370605469","56.81242370605469","258","258","258","63.80154800415039","63.80154800415039","63.80154800415039","258","258","258","66.14160919189453","66.14160919189453","66.14160919189453","430.5","258","603","85.51776885986328","80.18807220458984","90.84746551513672","430.5","258","603","68.38761520385742","67.97384643554688","68.80138397216797"
"2566","264","264","264","119.49295043945312","119.49295043945312","119.49295043945312","259","259","259","61.31147766113281","61.31147766113281","61.31147766113281","259","259","259","61.451744079589844","61.451744079589844","61.451744079589844","259","259","259","60.70649719238281","60.70649719238281","60.70649719238281","259","259","259","66.65797424316406","66.65797424316406","66.65797424316406","431.5","259","604","86.66139602661133","82.30973052978516","91.0130615234375","431.5","259","604","64.39253616333008","62.45976257324219","66.32530975341797"
"2583","265","265","265","121.8056869506836","121.8056869506836","121.8056869506836","260","260","260","57.383323669433594","57.383323669433594","57.383323669433594","260","260","260","57.673622131347656","57.673622131347656","57.673622131347656","260","260","260","59.76254653930664","59.76254653930664","59.76254653930664","260","260","260","66.01386260986328","66.01386260986328","66.01386260986328","432.5","260","605","83.29863357543945","79.28468322753906","87.31258392333984","432.5","260","605","68.81777572631836","66.93510437011719","70.70044708251953"
"2600","268","268","268","122.01144409179688","122.01144409179688","122.01144409179688","263","263","263","56.663185119628906","56.663185119628906","56.663185119628906","263","263","263","59.29071044921875","59.29071044921875","59.29071044921875","263","263","263","59.132110595703125","59.132110595703125","59.132110595703125","263","263","263","60.50056457519531","60.50056457519531","60.50056457519531","435.5","263","608","84.93592071533203","80.84195709228516","89.0298843383789","435.5","263","608","65.66291236877441","63.85677719116211","67.46904754638672"
"2617","269","269","269","122.56169128417969","122.56169128417969","122.56169128417969","264","264","264","56.876617431640625","56.876617431640625","56.876617431640625","264","264","264","57.44573211669922","57.44573211669922","57.44573211669922","264","264","264","60.61667251586914","60.61667251586914","60.61667251586914","264","264","264","63.197486877441406","63.197486877441406","63.197486877441406","436.5","264","609","83.99114990234375","78.97489166259766","89.00740814208984","436.5","264","609","66.55938339233398","66.37325286865234","66.74551391601562"
"2634","270","270","270","119.03063201904297","119.03063201904297","119.03063201904297","265","265","265","59.33053207397461","59.33053207397461","59.33053207397461","265","265","265","57.98290252685547","57.98290252685547","57.98290252685547","265","265","265","59.63282775878906","59.63282775878906","59.63282775878906","265","265","265","60.24330520629883","60.24330520629883","60.24330520629883","437.5","265","610","83.82992935180664","79.94676208496094","87.71309661865234","437.5","265","610","63.68943405151367","63.24595642089844","64.1329116821289"
"2651","273","273","273","118.58804321289062","118.58804321289062","118.58804321289062","268","268","268","55.48160934448242","55.48160934448242","55.48160934448242","268","268","268","60.47856521606445","60.47856521606445","60.47856521606445","268","268","268","65.2977294921875","65.2977294921875","65.2977294921875","268","268","268","65.0676040649414","65.0676040649414","65.0676040649414","440.5","268","613","85.41499328613281","80.65058135986328","90.17940521240234","440.5","268","613","63.96851348876953","63.589935302734375","64.34709167480469"
"2668","274","274","274","118.06141662597656","118.06141662597656","118.06141662597656","269","269","269","58.10890197753906","58.10890197753906","58.10890197753906","269","269","269","61.87057876586914","61.87057876586914","61.87057876586914","269","269","269","62.82035827636719","62.82035827636719","62.82035827636719","269","269","269","61.966400146484375","61.966400146484375","61.966400146484375","441.5","269","614","83.6627426147461","79.48768615722656","87.83779907226562","441.5","269","614","65.90563011169434","63.03175735473633","68.77950286865234"
"2685","275","275","275","118.66641235351562","118.66641235351562","118.66641235351562","270","270","270","57.4747314453125","57.4747314453125","57.4747314453125","270","270","270","62.558372497558594","62.558372497558594","62.558372497558594","270","270","270","64.12216186523438","64.12216186523438","64.12216186523438","270","270","270","61.49168395996094","61.49168395996094","61.49168395996094","442.5","270","615","82.11388778686523","74.98238372802734","89.24539184570312","442.5","270","615","68.04177474975586","65.74168395996094","70.34186553955078"
"2702","278","278","278","117.47454833984375","117.47454833984375","117.47454833984375","273","273","273","56.04542541503906","56.04542541503906","56.04542541503906","273","273","273","57.55908966064453","57.55908966064453","57.55908966064453","273","273","273","61.008216857910156","61.008216857910156","61.008216857910156","273","273","273","59.51158905029297","59.51158905029297","59.51158905029297","445.5","273","618","81.78999710083008","78.14574432373047","85.43424987792969","445.5","273","618","64.99091148376465","63.78481674194336","66.19700622558594"
"2719","279","279","279","115.4576187133789","115.4576187133789","115.4576187133789","274","274","274","54.23322677612305","54.23322677612305","54.23322677612305","274","274","274","57.631072998046875","57.631072998046875","57.631072998046875","274","274","274","60.14933776855469","60.14933776855469","60.14933776855469","274","274","274","61.591007232666016","61.591007232666016","61.591007232666016","446.5","274","619","82.34819793701172","78.60948181152344","86.0869140625","446.5","274","619","63.99667930603027","62.38486099243164","65.6084976196289"
